Date,Consumer Discretionary,Consumer Staples,Health Care
2008-05-12,263.3500061035156,294.0199890136719,367.1199951171875
2008-05-19,249.44000244140625,290.5899963378906,363.8699951171875
2008-05-26,254.77999877929688,293.82000732421875,372.1400146484375
2008-06-02,246.0800018310547,287.94000244140625,363.6000061035156
2008-06-09,249.16000366210938,289.9200134277344,360.4700012207031
2008-06-16,236.5,279.8500061035156,351.20001220703125
2008-06-23,225.6300048828125,273.8699951171875,351.1199951171875
2008-06-30,220.22000122070312,277.25,355.30999755859375
2008-07-07,211.2899932861328,278.4700012207031,359.9800109863281
2008-07-14,225.0800018310547,278.260009765625,367.4800109863281
2008-07-21,224.1300048828125,280.29998779296875,372.0799865722656
2008-07-28,223.32000732421875,282.7699890136719,368.3800048828125
2008-08-04,240.57000732421875,294.6400146484375,387.2799987792969
2008-08-11,246.25,298.989990234375,390.17999267578125
2008-08-18,241.5500030517578,295.82000732421875,385.8900146484375
2008-08-25,240.3000030517578,289.9800109863281,378.4700012207031
2008-09-01,238.4499969482422,292.3599853515625,367.760009765625
2008-09-08,244.24000549316406,300.79998779296875,373.8699951171875
2008-09-15,240.86000061035156,292.5,364.45001220703125
2008-09-22,230.32000732421875,290.04998779296875,362.6199951171875
